Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,
3,8.596,12.685,0.0288,0.1447,0.1309,FCC
4,8.8035,13.155,0.0275,0.1451,0.1389,FCC
2,8.752,13.08,0.0284,0.1462,0.1393,FCC
3,8.7005,13.005,0.0293,0.147,0.1398,FCC
2,8.649,12.93,0.0297,0.1474,0.1401,FCC
3,8.5975,12.855,0.0297,0.1474,0.1405,FCC
3,8.8565,13.4,0.0281,0.1452,0.1476,FCC
4,8.805,13.325,0.0286,0.1469,0.1479,FCC
2,8.7535,13.25,0.029,0.1482,0.1482,FCC
4,8.702,13.175,0.03,0.1492,0.1485,FCC
3,8.6505,13.1,0.0305,0.1498,0.1488,FCC
4,8.599,13.025,0.0306,0.15,0.149,FCC
2,8.8065,13.495,0.0297,0.1485,0.156,FCC
4,8.755,13.42,0.0298,0.15,0.1562,FCC
4,8.7035,13.345,0.0307,0.1512,0.1564,FCC
2,8.652,13.27,0.0313,0.152,0.1565,FCC
4,8.6005,13.195,0.0314,0.1524,0.1566,FCC
3,8.7565,13.59,0.0311,0.1518,0.1633,FCC
4,8.705,13.515,0.0313,0.1531,0.1634,FCC
1,8.6535,13.44,0.0321,0.154,0.1634,FCC
4,8.602,13.365,0.0323,0.1547,0.1634,FCC
3,8.7065,13.685,0.0322,0.1548,0.1696,FCC
4,8.655,13.61,0.0329,0.156,0.1696,FCC
4,8.7985,13.01,0.0261,0.1427,0.1289,FCC
4,8.747,12.935,0.0273,0.1435,0.1295,FCC
4,8.6955,12.86,0.028,0.1438,0.13,FCC
4,8.644,12.785,0.0281,0.1438,0.1305,FCC
4,8.6585,12.3,0.0361,0.1916,0.1711,FCC
4,8.8515,13.255,0.0262,0.1434,0.1386,FCC
1,8.8,13.18,0.0265,0.1447,0.139,FCC
3,8.7485,13.105,0.0278,0.1457,0.1394,FCC
1,8.697,13.03,0.0286,0.1463,0.1398,FCC
4,8.6455,12.955,0.0289,0.1465,0.1402,FCC
4,8.853,13.425,0.0273,0.1451,0.1476,FCC
1,8.8015,13.35,0.0275,0.1466,0.148,FCC
4,8.75,13.275,0.0284,0.1478,0.1483,FCC
1,8.6985,13.2,0.0293,0.1485,0.1486,FCC
2,8.647,13.125,0.0297,0.149,0.1488,FCC
3,8.5955,13.05,0.0296,0.149,0.149,FCC
4,8.803,13.52,0.0287,0.1484,0.156,FCC
3,8.7515,13.445,0.0289,0.1497,0.1562,FCC
2,8.7,13.37,0.03,0.1507,0.1564,FCC
2,8.8045,13.69,0.0299,0.15,0.1632,FCC
2,8.753,13.615,0.0298,0.1515,0.1633,FCC
2,8.8465,13.11,0.0241,0.1412,0.1285,FCC
2,8.795,13.035,0.0256,0.1421,0.1291,FCC
1,8.7435,12.96,0.0267,0.1427,0.1296,FCC
4,8.848,13.28,0.0251,0.1431,0.1386,FCC
3,8.7965,13.205,0.0261,0.1443,0.1391,FCC
4,8.745,13.13,0.0272,0.145,0.1395,FCC
3,8.8495,13.45,0.0263,0.145,0.1477,FCC
3,8.798,13.375,0.0265,0.1463,0.148,FCC
4,8.851,13.62,0.0275,0.1467,0.1558,FCC
4,8.7995,13.545,0.0274,0.1482,0.156,FCC
4,8.748,13.47,0.0283,0.1493,0.1562,FCC
4,8.33,13.155,0.033,0.1315,0.0814,FCC
1,7.9435,13.26,0.0492,0.2009,0.1081,BCC+FCC
1,7.8405,13.11,0.0462,0.2005,0.1072,BCC+FCC
4,8.272,12.765,0.0302,0.1262,0.0539,FCC
4,8.378,13.255,0.0316,0.1299,0.0816,FCC
1,7.887,13.04,0.0456,0.1978,0.0995,BCC+FCC
1,7.94,13.285,0.0481,0.2002,0.1079,BCC+FCC
4,8.3825,13.765,0.0346,0.1357,0.1047,FCC
1,7.8385,13.305,0.0462,0.2017,0.1133,BCC+FCC
3,8.32,12.865,0.0293,0.125,0.0538,FCC
3,8.373,13.11,0.0297,0.1271,0.0695,FCC
3,8.3215,13.035,0.0302,0.1277,0.0693,FCC
3,8.2715,13.13,0.0312,0.1308,0.0805,FCC
3,8.479,13.6,0.0302,0.1282,0.0918,FCC
4,8.273,13.3,0.0322,0.1334,0.0896,FCC
4,8.4805,13.77,0.0311,0.1299,0.0996,FCC
3,8.2745,13.47,0.0332,0.1358,0.0968,FCC
4,8.482,13.94,0.032,0.1314,0.106,FCC
3,8.4305,13.865,0.0331,0.1337,0.1052,FCC
1,7.938,13.48,0.048,0.2014,0.1143,BCC+FCC
4,8.4835,14.11,0.0329,0.1329,0.1111,FCC
4,8.382,14.13,0.036,0.139,0.1126,FCC
3,8.368,12.965,0.0281,0.1237,0.0536,FCC
3,8.3165,12.89,0.0283,0.1239,0.0536,FCC
4,8.265,12.815,0.0281,0.1237,0.0536,FCC
3,8.421,13.21,0.0281,0.1254,0.0695,FCC
4,8.0975,12.905,0.036,0.1623,0.074,FCC
3,8.318,13.06,0.0292,0.1268,0.0691,FCC
4,8.2665,12.985,0.0291,0.1268,0.0689,FCC
4,8.474,13.455,0.0287,0.1262,0.0819,FCC
2,8.4225,13.38,0.0292,0.1277,0.0815,FCC
4,8.371,13.305,0.0297,0.1288,0.0812,FCC
3,8.3195,13.23,0.0301,0.1295,0.0808,FCC
4,8.268,13.155,0.0301,0.1298,0.0803,FCC
4,8.4755,13.625,0.0297,0.1281,0.0915,FCC
3,8.424,13.55,0.0303,0.1298,0.091,FCC
2,8.3725,13.475,0.0304,0.1311,0.0905,FCC
2,8.321,13.4,0.031,0.132,0.0899,FCC
4,8.5285,13.87,0.0296,0.1276,0.1,FCC
3,8.477,13.795,0.0307,0.1299,0.0994,FCC
1,7.9845,13.41,0.047,0.1987,0.1079,BCC+FCC
4,8.4255,13.72,0.0314,0.1318,0.0987,FCC
1,7.933,13.335,0.0459,0.1985,0.1075,BCC+FCC
2,8.374,13.645,0.0316,0.1333,0.098,FCC
4,8.3225,13.57,0.0319,0.1344,0.0972,FCC
4,8.271,13.495,0.0321,0.1351,0.0964,FCC
1,8.089,13.73,0.0483,0.1998,0.1157,BCC+FCC
1,8.0375,13.655,0.0484,0.2004,0.1152,BCC+FCC
4,8.4785,13.965,0.0317,0.1316,0.1057,FCC
4,8.3755,13.815,0.0328,0.1353,0.104,FCC
3,8.324,13.74,0.0328,0.1366,0.1031,FCC
3,8.2725,13.665,0.0331,0.1375,0.1021,FCC
4,8.4285,14.06,0.0336,0.1353,0.1097,FCC
3,8.416,13.065,0.0267,0.1223,0.0534,FCC
2,8.3645,12.99,0.0273,0.1227,0.0535,FCC
2,8.4175,13.235,0.0273,0.1248,0.0694,FCC
2,8.366,13.16,0.028,0.1255,0.0692,FCC
2,8.3145,13.085,0.0283,0.1258,0.069,FCC
3,8.263,13.01,0.028,0.1255,0.0687,FCC
3,8.522,13.555,0.0273,0.1242,0.082,FCC
2,8.419,13.405,0.028,0.1272,0.0813,FCC
3,8.3675,13.33,0.0288,0.1281,0.0809,FCC
3,8.316,13.255,0.0292,0.1286,0.0805,FCC
4,8.4205,13.575,0.0292,0.1295,0.0908,FCC
2,8.369,13.5,0.0296,0.1306,0.0902,FCC
1,8.3175,13.425,0.0301,0.1313,0.0896,FCC
4,8.4735,13.82,0.0301,0.1298,0.0991,FCC
3,8.3705,13.67,0.0304,0.1328,0.0977,FCC
4,8.319,13.595,0.0309,0.1337,0.0969,FCC
3,8.2675,13.52,0.031,0.1342,0.0961,FCC
1,8.0855,13.755,0.0476,0.1994,0.1154,BCC+FCC
4,8.475,13.99,0.0313,0.1316,0.1054,FCC
3,8.3205,13.765,0.0318,0.1361,0.1027,FCC
2,8.464,13.165,0.025,0.1207,0.0532,FCC
2,8.4125,13.09,0.0259,0.1214,0.0533,FCC
4,8.361,13.015,0.0264,0.1216,0.0534,FCC
4,8.258,12.865,0.026,0.1206,0.0533,FCC
3,8.517,13.41,0.0255,0.1219,0.0695,FCC
4,8.4655,13.335,0.0256,0.1232,0.0694,FCC
1,8.414,13.26,0.0266,0.1241,0.0692,FCC
3,8.3625,13.185,0.0272,0.1246,0.069,FCC
3,8.311,13.11,0.0273,0.1246,0.0688,FCC
3,8.5185,13.58,0.0266,0.124,0.0818,FCC
1,8.467,13.505,0.0269,0.1255,0.0815,FCC
3,8.4155,13.43,0.0273,0.1266,0.0811,FCC
4,8.364,13.355,0.028,0.1273,0.0807,FCC
4,8.52,13.75,0.0278,0.126,0.0915,FCC
2,8.4685,13.675,0.0281,0.1277,0.0911,FCC
3,8.417,13.6,0.0279,0.129,0.0905,FCC
4,8.3655,13.525,0.0288,0.1299,0.09,FCC
4,8.314,13.45,0.0291,0.1304,0.0893,FCC
2,8.367,13.695,0.0295,0.1323,0.0974,FCC
3,8.3155,13.62,0.03,0.133,0.0966,FCC
1,8.082,13.78,0.0469,0.1989,0.1152,BCC+FCC
4,8.3685,13.865,0.0303,0.1345,0.1033,FCC
4,8.512,13.265,0.0233,0.119,0.0529,FCC
2,8.4605,13.19,0.0244,0.1199,0.0531,FCC
1,8.409,13.115,0.0252,0.1204,0.0532,FCC
3,8.3575,13.04,0.0256,0.1204,0.0532,FCC
2,8.306,12.965,0.0255,0.1199,0.0532,FCC
3,8.5135,13.435,0.0245,0.1214,0.0693,FCC
1,8.462,13.36,0.0249,0.1226,0.0692,FCC
3,8.4105,13.285,0.0259,0.1232,0.0691,FCC
1,8.359,13.21,0.0264,0.1235,0.0688,FCC
4,8.3075,13.135,0.0264,0.1232,0.0686,FCC
3,8.256,13.06,0.0259,0.1225,0.0682,FCC
3,8.515,13.605,0.0257,0.1237,0.0816,FCC
2,8.4635,13.53,0.0256,0.125,0.0813,FCC
2,8.412,13.455,0.0266,0.1259,0.0809,FCC
1,8.3605,13.38,0.0272,0.1264,0.0805,FCC
3,8.309,13.305,0.0273,0.1264,0.08,FCC
3,8.5165,13.775,0.0269,0.1258,0.0913,FCC
1,8.465,13.7,0.0269,0.1273,0.0908,FCC
4,8.4135,13.625,0.0272,0.1284,0.0903,FCC
4,8.362,13.55,0.0279,0.1291,0.0897,FCC
3,8.3105,13.475,0.0282,0.1293,0.0891,FCC
4,8.4665,13.87,0.0282,0.1294,0.0985,FCC
3,8.415,13.795,0.0279,0.1307,0.0978,FCC
2,8.3635,13.72,0.0287,0.1316,0.097,FCC
4,8.4165,13.965,0.0293,0.1329,0.1038,FCC
2,8.5085,13.29,0.0225,0.1184,0.0529,FCC
4,8.457,13.215,0.0238,0.119,0.053,FCC
1,8.4055,13.14,0.0245,0.1193,0.0531,FCC
4,8.354,13.065,0.0248,0.119,0.0531,FCC
4,8.3025,12.99,0.0245,0.1182,0.053,FCC
1,8.51,13.46,0.0232,0.1209,0.0692,FCC
1,8.4585,13.385,0.0243,0.1218,0.0691,FCC
4,8.407,13.31,0.0252,0.1223,0.0689,FCC
4,8.3555,13.235,0.0256,0.1223,0.0686,FCC
3,8.304,13.16,0.0254,0.1218,0.0684,FCC
4,8.563,13.705,0.0246,0.1217,0.0817,FCC
3,8.5115,13.63,0.0246,0.1233,0.0814,FCC
1,8.46,13.555,0.0249,0.1244,0.0811,FCC
4,8.4085,13.48,0.0258,0.1251,0.0807,FCC
2,8.357,13.405,0.0263,0.1253,0.0803,FCC
4,8.3055,13.33,0.0263,0.1251,0.0798,FCC
3,8.513,13.8,0.0259,0.1255,0.0911,FCC
4,8.4615,13.725,0.0255,0.1268,0.0906,FCC
2,8.41,13.65,0.0265,0.1277,0.09,FCC
2,8.3585,13.575,0.0271,0.1282,0.0894,FCC
4,8.4595,12.32,0.042,0.217,0.2153,FCC
4,8.582,13.11,0.0352,0.1644,0.1806,FCC
3,8.524,12.72,0.0329,0.1606,0.1642,FCC
4,8.577,12.965,0.0336,0.1622,0.1725,FCC
3,8.474,12.815,0.0335,0.163,0.1735,FCC
4,8.63,13.21,0.0336,0.1629,0.1803,FCC
4,8.5785,13.135,0.0344,0.164,0.1807,FCC
4,8.58,13.305,0.0352,0.1658,0.1882,FCC
4,8.5285,13.23,0.0356,0.1667,0.1885,FCC
3,8.477,13.155,0.0354,0.1673,0.1888,FCC
4,8.53,13.4,0.0364,0.1685,0.1953,FCC
4,8.4785,13.325,0.0364,0.1693,0.1955,FCC
4,8.5555,12.52,0.0431,0.216,0.2141,FCC
2,8.572,12.82,0.032,0.1596,0.1637,FCC
4,8.469,12.67,0.0314,0.1596,0.1649,FCC
4,8.625,13.065,0.0322,0.1609,0.1721,FCC
4,8.5735,12.99,0.0328,0.1616,0.1726,FCC
3,8.678,13.31,0.032,0.1614,0.1799,FCC
2,8.6265,13.235,0.0329,0.1627,0.1803,FCC
2,8.5235,13.085,0.0337,0.1642,0.1812,FCC
3,8.6795,13.48,0.033,0.1629,0.1876,FCC
2,8.628,13.405,0.0336,0.1643,0.1879,FCC
4,8.5765,13.33,0.0343,0.1654,0.1883,FCC
3,8.525,13.255,0.0346,0.1662,0.1886,FCC
4,8.631,13.745,0.0355,0.1674,0.2013,FCC
4,8.5295,13.765,0.0373,0.1716,0.2072,FCC
3,8.62,12.92,0.0308,0.1584,0.1632,FCC
2,8.5685,12.845,0.0312,0.1588,0.1639,FCC
2,8.517,12.77,0.031,0.1588,0.1645,FCC
4,8.4655,12.695,0.0303,0.1585,0.165,FCC
2,8.6215,13.09,0.0315,0.1604,0.1722,FCC
3,8.57,13.015,0.0319,0.161,0.1727,FCC
2,8.5185,12.94,0.0319,0.1612,0.1732,FCC
2,8.726,13.41,0.0306,0.1598,0.1796,FCC
4,8.6745,13.335,0.0311,0.1612,0.18,FCC
4,8.5715,13.185,0.0327,0.1631,0.1809,FCC
4,8.52,13.11,0.0328,0.1635,0.1813,FCC
2,8.7275,13.58,0.0316,0.1612,0.1873,FCC
4,8.676,13.505,0.032,0.1628,0.1877,FCC
2,8.6245,13.43,0.0328,0.1641,0.188,FCC
3,8.573,13.355,0.0335,0.165,0.1883,FCC
4,8.5215,13.28,0.0336,0.1656,0.1886,FCC
4,8.47,13.205,0.0333,0.1659,0.1889,FCC
2,8.6775,13.675,0.0331,0.1643,0.1947,FCC
4,8.626,13.6,0.0335,0.1657,0.1949,FCC
2,8.5745,13.525,0.0343,0.1668,0.1952,FCC
3,8.523,13.45,0.0345,0.1676,0.1954,FCC
4,8.576,13.695,0.035,0.1685,0.2014,FCC
4,8.5245,13.62,0.0354,0.1695,0.2016,FCC
2,8.668,13.02,0.0294,0.1572,0.1628,FCC
4,8.6165,12.945,0.0301,0.1577,0.1634,FCC
4,8.565,12.87,0.0303,0.158,0.164,FCC
3,8.462,12.72,0.0292,0.1572,0.1652,FCC
4,8.721,13.265,0.0287,0.158,0.1713,FCC
3,8.6695,13.19,0.03,0.1591,0.1718,FCC
4,8.618,13.115,0.0308,0.1599,0.1723,FCC
2,8.5665,13.04,0.0311,0.1603,0.1728,FCC
2,8.6195,13.285,0.0315,0.1618,0.1805,FCC
2,8.568,13.21,0.0319,0.1624,0.1809,FCC
2,8.5165,13.135,0.0318,0.1627,0.1813,FCC
2,8.724,13.605,0.0307,0.1612,0.1874,FCC
4,8.621,13.455,0.0321,0.1637,0.1881,FCC
1,8.5695,13.38,0.0327,0.1645,0.1884,FCC
4,8.518,13.305,0.0327,0.1649,0.1887,FCC
4,8.4665,13.23,0.0322,0.165,0.189,FCC
3,8.674,13.7,0.032,0.1642,0.1947,FCC
2,8.6225,13.625,0.0328,0.1655,0.195,FCC
4,8.571,13.55,0.0334,0.1664,0.1952,FCC
4,8.5725,13.72,0.0342,0.1682,0.2014,FCC
2,8.6645,13.045,0.0288,0.1566,0.1629,FCC
3,8.613,12.97,0.0294,0.157,0.1635,FCC
2,8.5615,12.895,0.0295,0.157,0.1641,FCC
3,8.51,12.82,0.0291,0.1566,0.1647,FCC
4,8.7175,13.29,0.0282,0.1577,0.1714,FCC
2,8.666,13.215,0.0294,0.1586,0.1719,FCC
2,8.6145,13.14,0.0301,0.1592,0.1725,FCC
3,8.563,13.065,0.0303,0.1594,0.173,FCC
2,8.5115,12.99,0.03,0.1593,0.1734,FCC
3,8.46,12.915,0.0292,0.1587,0.1739,FCC
2,8.719,13.46,0.0287,0.1594,0.1798,FCC
3,8.6675,13.385,0.03,0.1605,0.1802,FCC
1,8.616,13.31,0.0307,0.1613,0.1806,FCC
3,8.5645,13.235,0.031,0.1617,0.181,FCC
4,8.4965,12.86,0.0404,0.2168,0.2328,FCC
1,8.513,13.16,0.0309,0.1618,0.1814,FCC
4,8.4615,13.085,0.0302,0.1614,0.1818,FCC
3,8.7205,13.63,0.0296,0.1611,0.1874,FCC
2,8.6175,13.48,0.0314,0.1633,0.1881,FCC
3,8.566,13.405,0.0318,0.1639,0.1884,FCC
4,8.5145,13.33,0.0317,0.1641,0.1887,FCC
3,8.619,13.65,0.0321,0.1651,0.195,FCC
3,8.5675,13.575,0.0326,0.1659,0.1952,FCC
3,8.764,13.22,0.0259,0.1544,0.1618,FCC
2,8.7125,13.145,0.0273,0.1553,0.1624,FCC
4,8.661,13.07,0.0282,0.1559,0.1631,FCC
3,8.6095,12.995,0.0287,0.1561,0.1637,FCC
3,8.558,12.92,0.0287,0.1559,0.1643,FCC
4,8.714,13.315,0.0277,0.1573,0.1715,FCC
2,8.6625,13.24,0.0288,0.1581,0.1721,FCC
2,8.611,13.165,0.0294,0.1585,0.1726,FCC
3,8.5595,13.09,0.0294,0.1585,0.1731,FCC
2,8.4915,12.715,0.0383,0.2133,0.2247,FCC
3,8.508,13.015,0.029,0.1581,0.1735,FCC
4,8.767,13.56,0.0273,0.1579,0.1794,FCC
1,8.664,13.41,0.0294,0.1601,0.1803,FCC
1,8.6125,13.335,0.03,0.1607,0.1807,FCC
3,8.561,13.26,0.0302,0.1609,0.1811,FCC
4,8.717,13.655,0.0286,0.1609,0.1875,FCC
4,8.6655,13.58,0.0299,0.162,0.1879,FCC
2,8.614,13.505,0.0307,0.1627,0.1882,FCC
4,8.5625,13.43,0.031,0.1631,0.1885,FCC
4,8.982,12.925,0.0371,0.196,0.1958,FCC
4,8.9305,12.85,0.037,0.1966,0.1964,FCC
4,8.8805,12.945,0.0374,0.1988,0.2047,FCC
4,8.977,12.78,0.0355,0.1939,0.1874,FCC
3,9.03,13.025,0.036,0.1948,0.1954,FCC
4,8.9785,12.95,0.0362,0.1956,0.196,FCC
4,9.083,13.27,0.0357,0.195,0.2029,FCC
4,8.98,13.12,0.037,0.1972,0.2039,FCC
4,9.136,13.515,0.0355,0.1947,0.2099,FCC
3,8.93,13.215,0.0378,0.1995,0.2117,FCC
3,9.025,12.88,0.0346,0.1929,0.187,FCC
3,9.078,13.125,0.0346,0.1936,0.1949,FCC
3,8.975,12.975,0.0354,0.1951,0.1961,FCC
4,8.872,12.825,0.0343,0.1955,0.1972,FCC
4,9.028,13.22,0.0359,0.196,0.2035,FCC
2,8.9765,13.145,0.0362,0.1968,0.204,FCC
4,9.081,13.465,0.0357,0.1962,0.2105,FCC
4,8.978,13.315,0.037,0.1984,0.2114,FCC
3,9.031,13.56,0.0373,0.1988,0.2178,FCC
3,8.9795,13.485,0.0377,0.1998,0.2182,FCC
3,8.9295,13.58,0.0386,0.2022,0.2248,FCC
4,9.0215,12.905,0.0339,0.1924,0.1871,FCC
4,8.867,12.68,0.0322,0.1924,0.1891,FCC
3,9.126,13.225,0.033,0.1923,0.1945,FCC
3,9.023,13.075,0.0345,0.1941,0.1957,FCC
2,8.9715,13,0.0346,0.1946,0.1963,FCC
4,9.076,13.32,0.0346,0.1948,0.2031,FCC
2,8.973,13.17,0.0354,0.1963,0.2041,FCC
4,9.129,13.565,0.0339,0.1948,0.2102,FCC
3,9.0775,13.49,0.0351,0.1961,0.2106,FCC
2,9.026,13.415,0.0359,0.1972,0.211,FCC
3,8.9745,13.34,0.0361,0.198,0.2114,FCC
3,8.923,13.265,0.0359,0.1985,0.2118,FCC
4,9.079,13.66,0.0357,0.1974,0.2176,FCC
3,8.976,13.51,0.0369,0.1995,0.2183,FCC
3,9.121,13.08,0.0321,0.1906,0.1859,FCC
2,9.0695,13.005,0.0329,0.1914,0.1866,FCC
1,9.018,12.93,0.0332,0.1918,0.1873,FCC
4,8.9665,12.855,0.033,0.192,0.188,FCC
2,8.915,12.78,0.0323,0.1918,0.1886,FCC
4,8.8635,12.705,0.0311,0.1913,0.1892,FCC
2,9.1225,13.25,0.0325,0.1921,0.1946,FCC
2,9.071,13.175,0.0334,0.193,0.1952,FCC
3,8.968,13.025,0.0337,0.1939,0.1964,FCC
3,8.9165,12.95,0.0332,0.194,0.1969,FCC
3,9.0725,13.345,0.034,0.1945,0.2032,FCC
1,9.021,13.27,0.0345,0.1953,0.2038,FCC
4,8.9695,13.195,0.0345,0.1958,0.2042,FCC
4,8.918,13.12,0.0341,0.196,0.2047,FCC
4,9.1255,13.59,0.0334,0.1948,0.2103,FCC
2,9.074,13.515,0.0345,0.196,0.2107,FCC
2,9.0225,13.44,0.0352,0.1969,0.2111,FCC
1,8.971,13.365,0.0353,0.1975,0.2115,FCC
2,8.9195,13.29,0.035,0.1979,0.2119,FCC
3,9.0755,13.685,0.0351,0.1973,0.2176,FCC
4,9.024,13.61,0.0358,0.1984,0.218,FCC
3,9.1175,13.105,0.0316,0.1902,0.1861,FCC
2,9.066,13.03,0.0323,0.1909,0.1868,FCC
3,9.0145,12.955,0.0324,0.1912,0.1875,FCC
3,9.119,13.275,0.032,0.1918,0.1948,FCC
2,9.0675,13.2,0.0328,0.1926,0.1954,FCC
2,9.016,13.125,0.0331,0.1931,0.196,FCC
2,8.9645,13.05,0.0329,0.1932,0.1965,FCC
4,8.913,12.975,0.0322,0.1931,0.1971,FCC
4,9.069,13.37,0.0334,0.1942,0.2034,FCC
3,9.0175,13.295,0.0338,0.1948,0.2039,FCC
3,8.966,13.22,0.0337,0.1952,0.2044,FCC
4,8.9145,13.145,0.0331,0.1952,0.2048,FCC
4,9.122,13.615,0.0329,0.1947,0.2104,FCC
4,9.0705,13.54,0.0339,0.1957,0.2108,FCC
4,9.019,13.465,0.0344,0.1965,0.2112,FCC
4,9.072,13.71,0.0345,0.1972,0.2177,FCC
4,7.9895,11.97,0.0406,0.1684,0.0994,FCC
3,8.129,12.22,0.0382,0.1526,0.0916,FCC
4,8.0775,12.145,0.0366,0.1514,0.0922,FCC
3,8.182,12.465,0.0403,0.156,0.1039,FCC
4,8.235,12.71,0.0417,0.1585,0.1146,FCC
4,8.132,12.56,0.0404,0.1582,0.1151,FCC
4,8.2715,12.81,0.0363,0.1384,0.1052,FCC
4,8.3245,13.055,0.0371,0.1401,0.1144,FCC
4,8.177,12.32,0.0382,0.1521,0.0911,FCC
3,8.1255,12.245,0.037,0.1511,0.0917,FCC
3,8.23,12.565,0.0398,0.1552,0.1035,FCC
4,8.371,12.985,0.0349,0.1364,0.105,FCC
4,8.459,13.16,0.0296,0.1114,0.0927,FCC
4,8.2165,12.76,0.0347,0.1373,0.1052,FCC
4,8.356,13.01,0.0303,0.1136,0.0923,FCC
4,8.3225,13.25,0.0371,0.1417,0.1222,FCC
4,8.515,13.745,0.0314,0.1156,0.1163,FCC
4,8.4635,13.67,0.0326,0.118,0.1156,FCC
4,8.412,13.595,0.0333,0.1199,0.115,FCC
4,8.5165,13.915,0.0323,0.1173,0.1215,FCC
3,8.122,12.27,0.0358,0.1494,0.0918,FCC
4,8.2615,12.52,0.0322,0.1304,0.0815,FCC
4,8.401,12.77,0.0272,0.1059,0.0677,FCC
4,8.0705,12.195,0.0339,0.1477,0.0924,FCC
3,8.21,12.445,0.0313,0.1295,0.0819,FCC
3,8.366,12.84,0.0333,0.1334,0.0939,FCC
4,8.175,12.515,0.0381,0.1536,0.104,FCC
3,8.3145,12.765,0.0335,0.1337,0.0942,FCC
4,8.1235,12.44,0.0369,0.1526,0.1044,FCC
4,8.4025,12.94,0.028,0.1091,0.0815,FCC
3,8.351,12.865,0.0282,0.1095,0.0814,FCC
3,8.316,12.935,0.0344,0.1363,0.105,FCC
3,8.4555,13.185,0.0287,0.1109,0.0926,FCC
3,8.404,13.11,0.0289,0.112,0.0924,FCC
4,8.213,12.785,0.0335,0.1361,0.1051,FCC
4,8.3525,13.035,0.0292,0.1126,0.0921,FCC
3,8.5085,13.43,0.0292,0.1116,0.102,FCC
3,8.457,13.355,0.0298,0.1134,0.1017,FCC
3,8.4055,13.28,0.0299,0.1147,0.1013,FCC
4,8.354,13.205,0.0302,0.1156,0.1009,FCC
3,8.51,13.6,0.0302,0.1137,0.1096,FCC
4,8.407,13.45,0.0312,0.1173,0.1086,FCC
4,8.3555,13.375,0.0312,0.1183,0.1081,FCC
4,8.475,13.67,0.0353,0.1389,0.1296,FCC
2,8.563,13.845,0.0298,0.1131,0.1166,FCC
4,8.5115,13.77,0.0312,0.1157,0.116,FCC
4,8.3205,13.445,0.037,0.1433,0.1287,FCC
4,8.46,13.695,0.032,0.1179,0.1154,FCC
3,8.5645,14.015,0.0307,0.1147,0.1219,FCC
3,8.513,13.94,0.0322,0.1175,0.1212,FCC
4,8.566,14.185,0.0316,0.1162,0.1262,FCC
3,8.361,12.695,0.0317,0.1297,0.0806,FCC
3,8.3095,12.62,0.0316,0.1296,0.0811,FCC
4,8.449,12.87,0.0258,0.1044,0.0675,FCC
4,8.1185,12.295,0.0346,0.1476,0.0919,FCC
3,8.258,12.545,0.0311,0.1289,0.0816,FCC
4,8.2065,12.47,0.0301,0.1278,0.082,FCC
4,8.2745,12.69,0.0383,0.1533,0.1032,FCC
4,8.414,12.94,0.0319,0.132,0.0937,FCC
2,8.502,13.115,0.0263,0.1063,0.0814,FCC
4,8.4505,13.04,0.0266,0.1074,0.0814,FCC
4,8.399,12.965,0.0271,0.108,0.0814,FCC
2,8.467,13.185,0.0318,0.1333,0.1047,FCC
2,8.555,13.36,0.0268,0.1071,0.0927,FCC
2,8.364,13.035,0.0332,0.1351,0.1049,FCC
2,8.5035,13.285,0.0274,0.1089,0.0926,FCC
3,8.3125,12.96,0.0334,0.1354,0.105,FCC
3,8.261,12.885,0.0331,0.1352,0.105,FCC
3,8.52,13.43,0.032,0.1336,0.1143,FCC
3,8.4685,13.355,0.0328,0.1353,0.1143,FCC
2,8.608,13.605,0.0265,0.1068,0.1024,FCC
4,8.417,13.28,0.0332,0.1366,0.1142,FCC
4,8.5565,13.53,0.0278,0.1093,0.1021,FCC
4,8.3655,13.205,0.034,0.1375,0.1142,FCC
2,8.505,13.455,0.0285,0.1113,0.1018,FCC
3,8.314,13.13,0.0343,0.138,0.1141,FCC
3,8.2625,13.055,0.0341,0.1381,0.114,FCC
4,8.402,13.305,0.0289,0.114,0.1011,FCC
2,8.3505,13.23,0.0291,0.1146,0.1007,FCC
4,8.661,13.85,0.0256,0.1055,0.1107,FCC
4,8.6095,13.775,0.0274,0.1087,0.1103,FCC
2,8.4185,13.45,0.0342,0.1386,0.1223,FCC
3,8.558,13.7,0.0288,0.1114,0.1099,FCC
2,8.367,13.375,0.0348,0.1397,0.1221,FCC
4,8.5065,13.625,0.0296,0.1136,0.1094,FCC
3,8.3155,13.3,0.0352,0.1404,0.1219,FCC
4,8.455,13.55,0.03,0.1153,0.1089,FCC
4,8.4035,13.475,0.0299,0.1167,0.1084,FCC
4,8.611,13.945,0.0283,0.1104,0.1169,FCC
3,8.42,13.62,0.0353,0.1406,0.1292,FCC
2,8.5595,13.87,0.0298,0.1132,0.1163,FCC
2,8.3685,13.545,0.0355,0.1418,0.1289,FCC
4,8.508,13.795,0.0308,0.1156,0.1157,FCC
4,8.317,13.47,0.0361,0.1427,0.1285,FCC
2,8.4565,13.72,0.0312,0.1176,0.1151,FCC
4,8.561,14.04,0.0308,0.115,0.1216,FCC
4,8.458,13.89,0.0325,0.1197,0.1201,FCC
4,8.4065,13.815,0.0326,0.1214,0.1192,FCC
1,8.409,12.795,0.0305,0.1286,0.0802,FCC
