Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,
2,1.65,4.1375,0.0388,0.5906,0.2956,0.1454,0.3461,0.0525,BCC
1,1.95,4.5915,0.0383,0.1828,0.1354,0.2145,0.2011,0.1279,FCC
1,2,4.5565,0.0348,0.1526,0.1337,0.186,0.1843,0.1429,FCC
1,2,4.524,0.0328,0.1484,0.1306,0.1854,0.184,0.1427,FCC
1,1.95,4.555,0.0384,0.1836,0.0909,0.2577,0.141,0.1356,FCC
4,1.95,4.49,0.0344,0.1759,0.084,0.2579,0.1403,0.135,FCC
4,1.95,4.5,0.0382,0.1868,0.0977,0.2489,0.1629,0.1369,FCC
3,1.65,4.144,0.0446,0.6017,0.295,0.1458,0.3942,0.0714,BCC
3,1.65,4.1615,0.044,0.5938,0.3053,0.1479,0.3938,0.0747,BCC
3,1.8,4.0765,0.0371,0.5746,0.3284,0.1232,0.445,0.07,BCC
4,1.75,4.104,0.0353,0.527,0.3283,0.1285,0.4564,0.0708,BCC
2,1.75,4.0965,0.0368,0.5486,0.3249,0.1281,0.4418,0.0698,BCC
2,1.75,4.089,0.0384,0.5701,0.3177,0.1276,0.4271,0.0686,BCC
4,1.7,4.1015,0.0395,0.5656,0.3067,0.131,0.4077,0.0669,BCC
2,1.65,4.144,0.0324,0.4736,0.3042,0.1358,0.4485,0.0704,BCC
4,1.65,4.129,0.0364,0.5175,0.3088,0.1346,0.4183,0.0683,BCC
4,1.6,4.1265,0.041,0.5561,0.2836,0.1349,0.3648,0.0628,BCC
2,1.85,4.078,0.0413,0.5819,0.3553,0.1297,0.4547,0.0702,BCC
3,1.8,4.113,0.0376,0.5116,0.352,0.1363,0.4807,0.0714,BCC
2,1.8,4.098,0.0407,0.5552,0.3515,0.1359,0.4526,0.0701,BCC
3,1.75,4.1255,0.0378,0.5064,0.3437,0.1413,0.464,0.0707,BCC
3,1.75,4.118,0.0395,0.5283,0.345,0.141,0.4496,0.0699,BCC
4,1.75,4.1105,0.0413,0.5501,0.3417,0.1407,0.435,0.0688,BCC
2,1.75,4.103,0.0431,0.5719,0.3348,0.1404,0.4201,0.0674,BCC
3,1.7,4.1155,0.0437,0.5667,0.3241,0.1441,0.4006,0.0657,BCC
4,1.65,4.1655,0.0329,0.4508,0.3089,0.1493,0.4565,0.0702,BCC
2,1.65,4.158,0.0351,0.4734,0.3212,0.1488,0.4416,0.0695,BCC
4,1.65,4.1505,0.0374,0.4957,0.3263,0.1483,0.4265,0.0685,BCC
2,1.65,4.143,0.0396,0.5177,0.326,0.1478,0.4112,0.0672,BCC
4,1.65,4.1355,0.0418,0.5397,0.3214,0.1473,0.3956,0.0656,BCC
3,1.65,4.128,0.044,0.5615,0.3132,0.1468,0.3796,0.0636,BCC
3,1.85,4.0995,0.0446,0.5594,0.3769,0.1405,0.462,0.0702,BCC
3,1.8,4.1345,0.0396,0.4877,0.3596,0.1471,0.488,0.0711,BCC
2,1.8,4.1195,0.0431,0.5319,0.37,0.147,0.4601,0.07,BCC
3,1.8,4.112,0.0449,0.5539,0.3676,0.1469,0.4458,0.0691,BCC
3,1.8,4.1045,0.0467,0.5757,0.3615,0.1468,0.4313,0.0679,BCC
4,1.75,4.147,0.039,0.4819,0.3526,0.1526,0.4716,0.0705,BCC
2,1.75,4.1395,0.041,0.5042,0.3597,0.1524,0.4573,0.0698,BCC
2,1.75,4.132,0.043,0.5263,0.3612,0.1522,0.4428,0.0689,BCC
4,1.75,4.1245,0.045,0.5483,0.3581,0.152,0.4281,0.0677,BCC
2,1.75,4.117,0.047,0.5702,0.3514,0.1518,0.4131,0.0662,BCC
3,1.7,4.137,0.0448,0.5426,0.3484,0.1561,0.4089,0.0661,BCC
3,1.65,4.187,0.0349,0.4244,0.3031,0.1612,0.4644,0.07,BCC
4,1.65,4.1795,0.0358,0.4475,0.3254,0.1608,0.4496,0.0694,BCC
3,1.65,4.172,0.0371,0.4703,0.3377,0.1605,0.4347,0.0686,BCC
4,1.65,4.1645,0.0395,0.4927,0.3429,0.1601,0.4195,0.0675,BCC
3,1.8,4.141,0.0442,0.5055,0.3832,0.1567,0.4675,0.0699,BCC
2,1.8,4.1335,0.0462,0.5277,0.3856,0.1567,0.4533,0.0691,BCC
2,1.75,4.1685,0.0407,0.4545,0.3531,0.1626,0.4791,0.0702,BCC
2,1.75,4.161,0.0418,0.4771,0.3681,0.1626,0.4649,0.0697,BCC
3,1.75,4.1535,0.0433,0.4995,0.3754,0.1625,0.4505,0.069,BCC
4,1.75,4.146,0.0456,0.5217,0.3769,0.1624,0.4359,0.0679,BCC
3,1.65,4.1935,0.0396,0.4419,0.3413,0.1714,0.4428,0.0686,BCC
4,1.65,4.1785,0.0418,0.4873,0.359,0.1708,0.4124,0.0664,BCC
2,1.8,4.1625,0.0459,0.4766,0.3898,0.1653,0.4748,0.0697,BCC
2,1.8,4.155,0.0472,0.499,0.3983,0.1654,0.4608,0.0691,BCC
3,1.75,4.1975,0.0412,0.4005,0.2987,0.1715,0.5004,0.0698,BCC
4,1.75,4.085,0.0356,0.5771,0.3099,0.1217,0.457,0.0743,BCC
3,1.75,4.1025,0.0349,0.5691,0.3273,0.1287,0.4775,0.0797,BCC
2,1.75,4.105,0.0377,0.603,0.303,0.1321,0.4552,0.0794,BCC
4,1.75,4.115,0.0383,0.6159,0.2901,0.1346,0.4404,0.0799,BCC
3,1.65,4.1275,0.0368,0.5615,0.3033,0.1287,0.4274,0.0753,BCC
3,1.65,4.145,0.0361,0.5535,0.3182,0.132,0.4342,0.0796,BCC
3,1.65,4.1475,0.0395,0.5878,0.2874,0.1316,0.401,0.0768,BCC
4,1.75,4.11,0.0361,0.5228,0.3129,0.1224,0.4661,0.0749,BCC
4,1.75,4.13,0.0403,0.5122,0.3085,0.1297,0.4661,0.0779,BCC
3,1.65,4.1275,0.0383,0.5343,0.2937,0.1281,0.4094,0.0709,BCC
3,1.65,4.1475,0.0409,0.5224,0.2971,0.1363,0.4065,0.0735,BCC
2,1.65,4.1825,0.0435,0.458,0.2589,0.1447,0.4337,0.0792,BCC
4,1.45,4.4055,0.0298,0.3054,0.401,0.1464,0.5599,0.1348,BCC
3,1.5,4.403,0.0356,0.3428,0.3582,0.1402,0.4682,0.1183,BCC
3,1.5,4.383,0.0379,0.3474,0.3998,0.1679,0.5102,0.1104,BCC
4,1.5,4.3805,0.0386,0.3621,0.3965,0.1628,0.4989,0.1106,BCC
4,1.5,4.3965,0.0396,0.3525,0.3826,0.1608,0.4682,0.105,BCC
3,1.45,4.3965,0.0363,0.3464,0.3693,0.153,0.4758,0.1089,BCC
4,1.5,4.4165,0.0412,0.2954,0.3595,0.1589,0.4736,0.1051,BCC
4,1.5,4.4065,0.0398,0.3788,0.3624,0.1485,0.4242,0.1026,BCC
3,1.45,4.4165,0.039,0.2975,0.3475,0.1559,0.4812,0.1094,BCC
3,1.35,4.4165,0.0316,0.2909,0.3224,0.1445,0.4963,0.1168,BCC
3,1.65,4.1505,0.0389,0.4508,0.3153,0.1343,0.5427,0.0696,BCC
4,1.6,4.153,0.0389,0.4381,0.3113,0.1307,0.542,0.0654,BCC
3,1.6,4.1705,0.0383,0.4297,0.3238,0.134,0.5306,0.0698,BCC
3,1.55,4.173,0.0378,0.4158,0.3175,0.1307,0.5303,0.0655,BCC
2,1.55,4.1905,0.0371,0.4072,0.3312,0.1332,0.5185,0.07,BCC
4,1.65,4.1545,0.0419,0.4609,0.3403,0.146,0.5625,0.0667,BCC
3,1.6,4.157,0.0412,0.4454,0.3305,0.1419,0.5584,0.0615,BCC
4,1.6,4.1745,0.0405,0.437,0.3461,0.1469,0.5508,0.0669,BCC
2,1.55,4.177,0.0391,0.4206,0.3333,0.1432,0.5472,0.0616,BCC
2,1.55,4.1945,0.0383,0.412,0.3506,0.1472,0.5391,0.067,BCC
2,1.65,4.1585,0.0439,0.4613,0.3583,0.1538,0.5783,0.0627,BCC
3,1.65,4.176,0.0432,0.453,0.3734,0.1599,0.5713,0.0681,BCC
4,1.65,4.1935,0.0424,0.4446,0.3862,0.1645,0.5602,0.0727,BCC
4,1.55,4.1985,0.0385,0.4087,0.3616,0.1575,0.556,0.0627,BCC
2,1.65,4.18,0.0439,0.4464,0.387,0.166,0.5871,0.0637,BCC
3,1.5,4.3855,0.0379,0.3602,0.3338,0.1354,0.4594,0.1143,BCC
2,1.6,4.158,0.0451,0.4852,0.3122,0.1371,0.526,0.0588,BCC
3,1.55,4.178,0.0418,0.4579,0.3105,0.1396,0.5149,0.059,BCC
4,1.55,4.198,0.0418,0.4486,0.3196,0.1474,0.5007,0.0609,BCC
3,1.65,4.1595,0.0475,0.4906,0.3402,0.1469,0.5457,0.0602,BCC
2,1.6,4.1595,0.0437,0.466,0.3267,0.1432,0.5481,0.0579,BCC
3,1.55,4.1795,0.0406,0.439,0.3251,0.1458,0.5374,0.058,BCC
3,1.6,4.181,0.0427,0.4463,0.352,0.156,0.5569,0.0591,BCC
4,1.6,4.201,0.0433,0.4368,0.3598,0.1623,0.5436,0.0616,BCC
3,1.55,4.201,0.0386,0.418,0.3478,0.1589,0.5462,0.0591,BCC
4,1.55,4.221,0.0409,0.4072,0.3522,0.1655,0.5326,0.0616,BCC
4,1.65,4.204,0.0444,0.4248,0.3976,0.1735,0.585,0.0609,BCC
4,1.5,4.193,0.0392,0.4289,0.2928,0.1304,0.6276,0.0754,BCC
3,1.75,4.117,0.035,0.4189,0.3626,0.1259,0.6685,0.0652,BCC
4,1.65,4.1495,0.0343,0.391,0.3478,0.1346,0.6324,0.0637,BCC
4,1.65,4.142,0.0366,0.4134,0.343,0.1341,0.6171,0.0621,BCC
3,1.65,4.1345,0.0388,0.4352,0.3347,0.1336,0.6018,0.0602,BCC
4,1.6,4.162,0.0346,0.3877,0.3382,0.1372,0.6067,0.062,BCC
4,1.6,4.1545,0.037,0.4103,0.3327,0.1366,0.5914,0.0602,BCC
4,1.6,4.147,0.0394,0.4323,0.3239,0.136,0.5761,0.0579,BCC
2,1.8,4.126,0.0368,0.4145,0.3906,0.1319,0.7032,0.0663,BCC
3,1.8,4.1185,0.0386,0.4367,0.3878,0.1319,0.6875,0.0654,BCC
4,1.75,4.146,0.0352,0.3879,0.381,0.1384,0.6929,0.066,BCC
4,1.75,4.1385,0.0372,0.4108,0.3819,0.1382,0.6773,0.0652,BCC
3,1.75,4.131,0.0392,0.4332,0.3785,0.138,0.6618,0.0642,BCC
4,1.75,4.1235,0.0412,0.455,0.3716,0.1378,0.6463,0.0627,BCC
4,1.7,4.1435,0.0395,0.4294,0.369,0.1429,0.6362,0.0626,BCC
4,1.65,4.1635,0.0372,0.4029,0.364,0.1471,0.6259,0.0625,BCC
2,1.65,4.1485,0.0421,0.4477,0.3513,0.1464,0.5952,0.0587,BCC
2,1.85,4.1425,0.0369,0.3814,0.4026,0.1337,0.7542,0.0669,BCC
3,1.85,4.135,0.0386,0.4048,0.4114,0.1339,0.7382,0.0667,BCC
3,1.85,4.12,0.0422,0.45,0.4121,0.1344,0.7064,0.0656,BCC
3,1.8,4.1625,0.0345,0.3522,0.3808,0.142,0.744,0.0665,BCC
4,1.8,4.155,0.0365,0.3766,0.3962,0.1421,0.728,0.0664,BCC
4,1.8,4.1475,0.0385,0.4003,0.4039,0.1422,0.7121,0.066,BCC
2,1.8,4.14,0.0405,0.4233,0.4058,0.1423,0.6964,0.0654,BCC
4,1.8,4.125,0.0445,0.4679,0.397,0.1424,0.6652,0.0632,BCC
4,1.75,4.1675,0.0359,0.3717,0.3895,0.149,0.7019,0.0658,BCC
3,1.75,4.16,0.0381,0.3956,0.3962,0.1489,0.6862,0.0652,BCC
3,1.75,4.145,0.0425,0.4414,0.3941,0.1488,0.6551,0.063,BCC
3,1.75,4.1375,0.0448,0.4636,0.3874,0.1487,0.6397,0.0615,BCC
3,1.7,4.1725,0.0375,0.3907,0.3883,0.1544,0.6604,0.0641,BCC
4,1.7,4.165,0.0399,0.4141,0.3886,0.1542,0.6449,0.0629,BCC
4,1.7,4.1575,0.0424,0.4369,0.3848,0.154,0.6296,0.0614,BCC
2,1.65,4.185,0.0367,0.3858,0.3801,0.1587,0.6346,0.0627,BCC
3,1.65,4.1775,0.0393,0.4093,0.3797,0.1585,0.6193,0.0612,BCC
2,1.85,4.1565,0.0398,0.3857,0.4171,0.1424,0.7473,0.0662,BCC
3,1.85,4.149,0.0418,0.4093,0.426,0.1427,0.7312,0.066,BCC
4,1.85,4.1415,0.0438,0.4324,0.4289,0.143,0.7154,0.0655,BCC
3,1.8,4.1465,0.0455,0.4501,0.4183,0.1516,0.674,0.0634,BCC
4,1.75,4.1815,0.0378,0.3748,0.4043,0.1584,0.6951,0.065,BCC
3,1.75,4.1665,0.0426,0.4222,0.4124,0.1584,0.6639,0.0632,BCC
4,1.75,4.159,0.0451,0.4451,0.4093,0.1584,0.6485,0.0619,BCC
2,1.75,4.1515,0.0475,0.4675,0.4028,0.1584,0.6331,0.0601,BCC
4,1.7,4.1865,0.0391,0.3934,0.4034,0.1642,0.6537,0.063,BCC
4,1.7,4.179,0.0417,0.4169,0.4039,0.1641,0.6383,0.0617,BCC
3,1.65,4.199,0.0378,0.3878,0.3954,0.1689,0.628,0.0616,BCC
3,1.9,4.1655,0.0414,0.3675,0.4179,0.1381,0.7828,0.0659,BCC
4,1.85,4.1855,0.0387,0.336,0.3843,0.149,0.7727,0.0655,BCC
2,1.8,4.198,0.0378,0.3296,0.382,0.1586,0.7462,0.0653,BCC
4,1.8,4.1905,0.0396,0.3554,0.4092,0.1589,0.7302,0.0653,BCC
3,1.8,4.168,0.0453,0.4277,0.4355,0.1597,0.6829,0.0635,BCC
4,1.75,4.203,0.0387,0.3491,0.4043,0.1667,0.7041,0.0647,BCC
3,1.75,4.188,0.0423,0.3984,0.4259,0.167,0.6728,0.0633,BCC
3,1.75,4.1805,0.0441,0.422,0.4273,0.1671,0.6573,0.0621,BCC
2,1.9,4.187,0.0414,0.3397,0.3987,0.1433,0.7921,0.065,BCC
4,1.8,4.2045,0.0414,0.3521,0.4231,0.166,0.7233,0.0646,BCC
3,1.8,4.197,0.0434,0.3772,0.4394,0.1664,0.7075,0.0641,BCC
4,1.8,4.182,0.0474,0.425,0.45,0.1671,0.6762,0.0624,BCC
4,1.75,4.2095,0.0424,0.3707,0.4332,0.1745,0.6816,0.0632,BCC
3,1.55,4.182,0.0381,0.4084,0.3189,0.1357,0.6824,0.0776,BCC
4,1.95,4.187,0.0452,0.3547,0.401,0.1285,0.7915,0.0698,BCC
3,1.45,4.3775,0.0382,0.3709,0.3815,0.1469,0.5007,0.1082,BCC
3,1.45,4.395,0.0385,0.35,0.4088,0.1629,0.5355,0.1162,BCC
3,1.4,4.4075,0.0327,0.3398,0.4004,0.1454,0.5417,0.1266,BCC
3,1.5,4.395,0.0424,0.3579,0.3969,0.1647,0.4866,0.1052,BCC
4,1.45,4.3925,0.0381,0.3678,0.3761,0.1471,0.4821,0.109,BCC
3,1.45,4.39,0.0365,0.3747,0.363,0.136,0.4699,0.1088,BCC
4,1.4,4.395,0.0354,0.3442,0.37,0.1448,0.5016,0.1128,BCC
3,1.5,4.405,0.0402,0.3835,0.3918,0.1556,0.4789,0.1113,BCC
4,1.45,4.41,0.0375,0.346,0.4038,0.1628,0.5111,0.1165,BCC
3,1.45,4.4075,0.0375,0.3605,0.3932,0.1538,0.4987,0.1162,BCC
3,1.45,4.405,0.036,0.3676,0.3777,0.1423,0.4863,0.1158,BCC
3,1.45,4.415,0.0416,0.3018,0.3713,0.1633,0.4967,0.1096,BCC
3,1.45,4.4075,0.0378,0.3645,0.3706,0.1471,0.4598,0.1082,BCC
3,1.5,4.3775,0.0444,0.346,0.35,0.1538,0.54,0.1121,BCC
3,1.35,4.415,0.0292,0.2955,0.401,0.147,0.574,0.1383,BCC
3,1.5,4.395,0.0383,0.2956,0.3509,0.1449,0.5678,0.1344,BCC
2,1.65,4.165,0.0422,0.5071,0.2962,0.1223,0.4758,0.0699,BCC
4,1.6,4.1875,0.0446,0.499,0.3178,0.1302,0.4615,0.0681,BCC
4,1.6,4.185,0.0412,0.483,0.3061,0.1209,0.463,0.0703,BCC
2,1.55,4.1725,0.0434,0.4884,0.2892,0.1225,0.475,0.0618,BCC
2,1.55,4.19,0.0426,0.4803,0.3081,0.1267,0.4635,0.0655,BCC
3,1.55,4.21,0.0426,0.4727,0.3258,0.1369,0.4462,0.0661,BCC
4,1.55,4.2075,0.0418,0.4721,0.324,0.1295,0.4488,0.0685,BCC
3,1.55,4.2275,0.0418,0.4647,0.3432,0.14,0.4307,0.0688,BCC
3,1.5,4.395,0.0436,0.3395,0.3382,0.147,0.4664,0.1001,BCC
4,1.5,4.3925,0.0419,0.3646,0.3476,0.1474,0.4542,0.0994,BCC
3,1.65,4.235,0.042,0.375,0.3718,0.148,0.5455,0.0877,BCC
3,1.5,4.38,0.0397,0.3786,0.3628,0.1412,0.4611,0.1081,BCC
3,1.5,4.3775,0.0388,0.3858,0.3523,0.1325,0.4491,0.1078,BCC
3,1.45,4.38,0.0361,0.3637,0.3486,0.1298,0.4688,0.1119,BCC
3,1.55,4.3875,0.0412,0.3472,0.3689,0.146,0.4901,0.115,BCC
3,1.5,4.4025,0.0421,0.313,0.3433,0.1475,0.4783,0.1086,BCC
4,1.5,4.3875,0.0367,0.3434,0.356,0.1407,0.4976,0.1187,BCC
3,1.5,4.4,0.0405,0.3391,0.3587,0.148,0.4661,0.1081,BCC
3,1.5,4.3975,0.0379,0.3601,0.3623,0.1456,0.4539,0.1076,BCC
3,1.45,4.3975,0.0361,0.352,0.3485,0.137,0.4616,0.112,BCC
3,1.65,4.1375,0.0419,0.4841,0.2996,0.1135,0.5515,0.0676,BCC
3,1.65,4.13,0.0441,0.506,0.2906,0.1129,0.5362,0.0646,BCC
3,1.65,4.1575,0.0437,0.4778,0.3078,0.1223,0.5372,0.0696,BCC
2,1.65,4.2,0.0428,0.3922,0.2739,0.1314,0.5682,0.0789,BCC
3,1.65,4.1925,0.0441,0.4161,0.2953,0.131,0.553,0.0768,BCC
4,1.65,4.1775,0.0468,0.4623,0.3114,0.1301,0.5225,0.0713,BCC
4,1.6,4.17,0.0426,0.4721,0.2974,0.1252,0.5105,0.0665,BCC
3,1.6,4.2125,0.0421,0.3853,0.2679,0.1349,0.5415,0.0768,BCC
3,1.6,4.1825,0.0475,0.4786,0.3003,0.1329,0.4801,0.0642,BCC
3,1.55,4.1975,0.0385,0.4203,0.2866,0.1285,0.5144,0.0698,BCC
2,1.55,4.19,0.0396,0.4435,0.2892,0.1278,0.4991,0.0667,BCC
3,1.55,4.1825,0.0414,0.4662,0.2867,0.1271,0.4836,0.063,BCC
4,1.55,4.2325,0.0401,0.3533,0.2289,0.1381,0.53,0.0768,BCC
4,1.55,4.225,0.0415,0.3784,0.2614,0.1375,0.5147,0.0744,BCC
4,1.55,4.245,0.0441,0.3534,0.2316,0.1451,0.4991,0.0761,BCC
4,1.6,4.153,0.0373,0.4275,0.3377,0.1408,0.6758,0.0683,BCC
3,1.6,4.1555,0.0412,0.4647,0.3456,0.1471,0.6764,0.0651,BCC
3,1.6,4.1755,0.0428,0.4715,0.3636,0.1557,0.6582,0.0671,BCC
4,1.6,4.1955,0.0428,0.4648,0.3792,0.1636,0.6399,0.0688,BCC
3,1.6,4.177,0.0414,0.4515,0.3768,0.1615,0.6852,0.0663,BCC
3,1.8,4.107,0.0356,0.4454,0.4023,0.1488,0.8196,0.0719,BCC
4,1.75,4.1195,0.0366,0.4436,0.3918,0.151,0.7898,0.0703,BCC
4,1.75,4.141,0.0389,0.439,0.4207,0.1635,0.7992,0.0707,BCC
3,1.75,4.1335,0.0409,0.4606,0.4071,0.1631,0.7831,0.0691,BCC
2,1.8,4.129,0.0442,0.5611,0.319,0.145,0.379,0.0593,BCC
3,1.8,4.1465,0.0438,0.5531,0.3248,0.1472,0.375,0.0622,BCC
3,1.8,4.1815,0.0429,0.537,0.3333,0.1486,0.3534,0.0662,BCC
3,1.75,4.1315,0.0448,0.5453,0.3228,0.1418,0.3655,0.0559,BCC
3,1.75,4.1665,0.0438,0.5292,0.3368,0.1461,0.3622,0.0627,BCC
3,1.75,4.164,0.0371,0.4914,0.3137,0.1356,0.3705,0.065,BCC
3,1.75,4.184,0.0433,0.5212,0.3421,0.1467,0.3528,0.0651,BCC
3,1.65,4.1865,0.0379,0.4577,0.333,0.1311,0.3529,0.0631,BCC
3,1.75,4.133,0.0427,0.5179,0.3366,0.1482,0.3874,0.0569,BCC
4,1.75,4.1705,0.047,0.5246,0.3689,0.1601,0.3768,0.0622,BCC
3,1.75,4.203,0.0406,0.4855,0.3594,0.153,0.3685,0.0701,BCC
3,1.65,4.213,0.045,0.4754,0.3971,0.1656,0.3382,0.0601,BCC
2,1.65,4.1905,0.0407,0.4626,0.364,0.149,0.3674,0.0619,BCC
3,1.65,4.228,0.0426,0.4641,0.3952,0.1595,0.3461,0.0662,BCC
4,1.6,4.2105,0.039,0.4378,0.3728,0.1473,0.3551,0.0622,BCC
4,1.75,4.172,0.0451,0.5022,0.3817,0.1659,0.4007,0.0634,BCC
4,1.65,4.2145,0.0436,0.4598,0.4097,0.1713,0.3624,0.061,BCC
3,1.65,4.212,0.0417,0.4512,0.3995,0.1648,0.3773,0.064,BCC
4,1.65,4.2295,0.041,0.4428,0.4077,0.1656,0.3731,0.0678,BCC
3,1.65,4.1985,0.0429,0.4503,0.4097,0.1736,0.3748,0.0555,BCC
3,1.65,4.216,0.0422,0.442,0.4221,0.1768,0.385,0.0611,BCC
3,1.8,4.1965,0.0461,0.391,0.4068,0.1555,0.4557,0.0761,BCC
3,1.8,4.194,0.0415,0.4003,0.4443,0.1573,0.4772,0.0792,BCC
3,1.75,4.1965,0.0402,0.3783,0.3981,0.1526,0.4546,0.0733,BCC
3,1.75,4.2065,0.041,0.394,0.4362,0.159,0.4517,0.0774,BCC
3,1.7,4.199,0.0388,0.3556,0.3224,0.1476,0.4221,0.0664,BCC
2,1.65,4.224,0.0431,0.3535,0.3203,0.1567,0.3777,0.0664,BCC
4,1.65,4.209,0.0329,0.3526,0.3821,0.149,0.4289,0.0688,BCC
4,1.65,4.2215,0.0391,0.3652,0.3844,0.1562,0.4048,0.0699,BCC
4,1.6,4.244,0.0393,0.3746,0.4108,0.1602,0.3706,0.0706,BCC
2,1.8,4.2005,0.0468,0.3656,0.3457,0.1553,0.4411,0.0701,BCC
3,1.8,4.1955,0.0388,0.385,0.4565,0.1627,0.4953,0.077,BCC
3,1.75,4.2005,0.042,0.356,0.3409,0.1553,0.4369,0.0667,BCC
3,1.75,4.198,0.0375,0.3631,0.4106,0.1582,0.4694,0.0705,BCC
2,1.75,4.2105,0.0429,0.3723,0.4127,0.1641,0.4476,0.0722,BCC
4,1.75,4.208,0.0383,0.379,0.4484,0.1645,0.4706,0.0755,BCC
3,1.65,4.213,0.0356,0.3336,0.3314,0.1559,0.4107,0.0617,BCC
4,1.65,4.223,0.0364,0.3503,0.3971,0.1619,0.4218,0.0676,BCC
4,1.65,4.2355,0.0416,0.3584,0.3994,0.1684,0.3976,0.0685,BCC
2,1.65,4.233,0.0372,0.3665,0.4319,0.1661,0.4193,0.0718,BCC
2,1.8,4.1995,0.0411,0.3656,0.4311,0.1658,0.4852,0.0707,BCC
2,1.75,4.202,0.0395,0.3424,0.3533,0.1604,0.4454,0.0629,BCC
4,1.75,4.2145,0.0437,0.3476,0.3552,0.1654,0.4299,0.0657,BCC
2,1.75,4.1995,0.0348,0.3456,0.4228,0.1635,0.4821,0.067,BCC
4,1.7,4.227,0.043,0.3401,0.352,0.1696,0.4078,0.0643,BCC
4,1.65,4.237,0.0391,0.3453,0.4118,0.1736,0.4147,0.0664,BCC
2,1.8,4.2035,0.0422,0.3427,0.3698,0.1649,0.4577,0.0629,BCC
4,1.8,4.201,0.0386,0.3501,0.4431,0.1707,0.4967,0.0671,BCC
3,1.75,4.216,0.0414,0.3355,0.3673,0.1701,0.4384,0.062,BCC
4,1.75,4.2285,0.0447,0.3372,0.3691,0.1746,0.4229,0.0646,BCC
4,1.75,4.2135,0.0379,0.3436,0.437,0.1741,0.4753,0.0662,BCC
2,1.75,4.226,0.0425,0.3523,0.4391,0.1793,0.4556,0.0685,BCC
4,1.75,4.2235,0.0389,0.36,0.4749,0.1808,0.4813,0.0721,BCC
4,1.8,4.2025,0.0361,0.3324,0.4549,0.1754,0.5055,0.0627,BCC
3,1.8,4.215,0.041,0.3458,0.457,0.1801,0.4899,0.0663,BCC
2,1.75,4.2375,0.0413,0.3555,0.4891,0.191,0.4745,0.071,BCC
2,1.9,4.2065,0.0458,0.339,0.3982,0.1651,0.479,0.0627,BCC
2,1.85,4.219,0.0448,0.3313,0.3975,0.1738,0.4622,0.062,BCC
3,1.8,4.2065,0.0376,0.3129,0.3929,0.1739,0.4583,0.0522,BCC
4,1.8,4.219,0.0413,0.3217,0.3945,0.1776,0.4538,0.0573,BCC
4,1.8,4.239,0.0438,0.3557,0.511,0.1975,0.4918,0.0714,BCC
4,1.75,4.239,0.039,0.3404,0.501,0.1955,0.4905,0.0681,BCC
4,1.8,4.2305,0.0404,0.3252,0.4823,0.1929,0.4921,0.0612,BCC
2,1.75,4.243,0.0395,0.318,0.4766,0.1971,0.472,0.0603,BCC
3,1.9,4.2345,0.0446,0.3139,0.4222,0.1762,0.4658,0.0612,BCC
2,1.95,4.0645,0.0343,0.4663,0.4115,0.1337,0.4686,0.0585,BCC
4,1.95,4.0745,0.0349,0.4774,0.4066,0.144,0.4985,0.0646,BCC
2,1.9,4.077,0.0354,0.4657,0.4009,0.1383,0.4518,0.057,BCC
3,1.9,4.087,0.0362,0.477,0.3956,0.147,0.4771,0.0627,BCC
4,1.85,4.0795,0.0353,0.453,0.3891,0.1321,0.3817,0.0474,BCC
4,1.75,4.1295,0.0345,0.4204,0.3978,0.1475,0.4243,0.0548,BCC
4,1.75,4.1395,0.0358,0.433,0.3975,0.1526,0.4398,0.0604,BCC
4,1.95,4.076,0.0347,0.4569,0.4343,0.1311,0.4052,0.0495,BCC
2,1.95,4.086,0.0363,0.4695,0.4404,0.1451,0.4759,0.0585,BCC
2,1.95,4.0785,0.0384,0.49,0.4265,0.145,0.4619,0.0573,BCC
3,1.95,4.096,0.0377,0.4819,0.4385,0.1558,0.5066,0.065,BCC
3,1.9,4.0885,0.0363,0.4543,0.4248,0.1383,0.3984,0.0485,BCC
4,1.9,4.0985,0.0373,0.4671,0.4304,0.1502,0.4594,0.0571,BCC
3,1.9,4.091,0.0395,0.4878,0.4161,0.1499,0.445,0.0557,BCC
4,1.9,4.1185,0.0401,0.492,0.4199,0.1661,0.492,0.0675,BCC
4,1.85,4.116,0.0344,0.4079,0.4283,0.1444,0.415,0.0487,BCC
4,1.85,4.111,0.0386,0.4644,0.4202,0.1542,0.4415,0.0555,BCC
3,1.85,4.136,0.0366,0.4347,0.4481,0.1628,0.4938,0.0647,BCC
4,1.8,4.121,0.0368,0.4268,0.414,0.149,0.3902,0.047,BCC
3,1.8,4.1335,0.0411,0.4745,0.4068,0.1637,0.4406,0.0588,BCC
4,1.75,4.1535,0.0403,0.4503,0.4127,0.1654,0.4328,0.0588,BCC
3,1.75,4.1635,0.0417,0.4633,0.406,0.1692,0.4331,0.0622,BCC
3,1.95,4.105,0.0378,0.4269,0.4598,0.1406,0.4218,0.0488,BCC
3,1.95,4.0975,0.0391,0.449,0.4561,0.1408,0.4105,0.0488,BCC
4,1.95,4.09,0.0404,0.4707,0.449,0.1409,0.3988,0.0485,BCC
4,1.95,4.0825,0.0418,0.4921,0.4393,0.1411,0.3867,0.0478,BCC
